acc,val_acc,loss,val_loss
0.7399609088897705,0.7745745182037354,0.6616045236587524,0.5345526337623596
0.7862817645072937,0.809829831123352,0.5055825710296631,0.4446314573287964
0.8053830862045288,0.8223341703414917,0.46650105714797974,0.41469013690948486
0.8137182593345642,0.8343174457550049,0.44714733958244324,0.4049132764339447
0.8237465023994446,0.840395987033844,0.4251657724380493,0.39202621579170227
0.8289124965667725,0.8360542058944702,0.41855180263519287,0.38266414403915405
0.8318645358085632,0.8435220718383789,0.40627509355545044,0.3797603249549866
0.8372910618782043,0.8619312047958374,0.3981992304325104,0.34603753685951233
0.8388105034828186,0.8558527231216431,0.39580237865448,0.3632320165634155
0.841198205947876,0.859326183795929,0.39046406745910645,0.3504505157470703
0.841284990310669,0.8652309775352478,0.3866158127784729,0.344625860452652
0.8473193049430847,0.8654046654701233,0.3760680854320526,0.3412521481513977
0.850010871887207,0.8325807452201843,0.37389880418777466,0.41534629464149475
0.8520078063011169,0.8699201345443726,0.3645175099372864,0.33659544587135315
0.8502713441848755,0.8695727586746216,0.36736249923706055,0.33824241161346436
0.8572607040405273,0.8673150539398193,0.35635653138160706,0.3348534405231476
0.8592576384544373,0.8638415932655334,0.3516466021537781,0.3446985185146332
0.8575645685195923,0.8714831471443176,0.3515511453151703,0.3325386643409729
0.8581723570823669,0.870614767074585,0.35038888454437256,0.3212845027446747
0.8586933016777039,0.8607155084609985,0.34784039855003357,0.3400270938873291
0.8613848686218262,0.8758249282836914,0.340533584356308,0.32107263803482056
0.8637291193008423,0.8751302361488342,0.34109023213386536,0.3171255588531494
0.862513542175293,0.877561628818512,0.3431509733200073,0.31661707162857056
0.8632949590682983,0.8739145398139954,0.3354979157447815,0.3239573836326599
0.8667245507240295,0.8758249282836914,0.3381892442703247,0.31237414479255676
0.8674191236495972,0.8789510130882263,0.33166611194610596,0.3112218677997589
0.8644236922264099,0.8754776120185852,0.3370354473590851,0.32185453176498413
0.86720210313797,0.8704411387443542,0.331520140171051,0.32215645909309387
0.8687649369239807,0.8588051199913025,0.32987236976623535,0.3530826270580292
0.8722379207611084,0.8784300088882446,0.3244754374027252,0.31247907876968384
0.8714998960494995,0.8664466738700867,0.32042279839515686,0.3350587785243988
0.8706750869750977,0.8754776120185852,0.32334715127944946,0.31729334592819214
0.8705013990402222,0.881729781627655,0.3242306113243103,0.3094673752784729
0.8725851774215698,0.8730462193489075,0.31583765149116516,0.3264869153499603
0.8703277707099915,0.8723515272140503,0.32236969470977783,0.32733386754989624
0.8721510767936707,0.8839874863624573,0.31656500697135925,0.3027159571647644
0.8724549412727356,0.8749566078186035,0.31842827796936035,0.32056257128715515
0.876014769077301,0.8792983889579773,0.31117236614227295,0.314947247505188
0.8754938244819641,0.8839874863624573,0.3110026717185974,0.30960044264793396
0.8766225576400757,0.874782919883728,0.31205233931541443,0.31647032499313354
0.8733665943145752,0.8777353167533875,0.3138704299926758,0.319389283657074
0.8734968304634094,0.8770406246185303,0.3132026195526123,0.308152973651886
0.8782287836074829,0.8825981020927429,0.3090232312679291,0.299627423286438
0.876318633556366,0.8759986162185669,0.30998384952545166,0.31346380710601807
0.8771435022354126,0.8824244737625122,0.30921173095703125,0.2967155873775482
0.8810505867004395,0.8786036968231201,0.3056900203227997,0.32008224725723267
0.8781419396400452,0.879819393157959,0.3059893548488617,0.3123575448989868
0.8767093420028687,0.8805140852928162,0.30854254961013794,0.3086644411087036
0.878879964351654,0.8806877136230469,0.3065182864665985,0.3082137405872345
0.8787063360214233,0.8819034099578857,0.3005768656730652,0.3086945712566376
0.8813544511795044,0.874782919883728,0.29787588119506836,0.3313189446926117
0.8812242150306702,0.8843348622322083,0.296637624502182,0.30726614594459534
0.8810071349143982,0.8768669962882996,0.2992376685142517,0.3141855299472809
0.8818753957748413,0.8834664821624756,0.3012540638446808,0.30969908833503723
0.8833948373794556,0.8739145398139954,0.29818490147590637,0.32415762543678284
0.8803994059562683,0.8789510130882263,0.30003347992897034,0.3060508668422699
0.8790535926818848,0.8829454779624939,0.2997288107872009,0.29981592297554016
0.8829172849655151,0.8846821784973145,0.29384535551071167,0.2953491508960724
0.8827870488166809,0.8779090046882629,0.29733359813690186,0.31510528922080994
0.8841328620910645,0.8841611742973328,0.29136762022972107,0.29957887530326843
0.8850010633468628,0.8871135711669922,0.29223522543907166,0.29808348417282104
0.8830041289329529,0.8766933083534241,0.29608431458473206,0.30470946431159973
0.883872389793396,0.8806877136230469,0.2881987690925598,0.31053054332733154
0.8843064904212952,0.8777353167533875,0.29270389676094055,0.31098198890686035
0.8846538066864014,0.8853768706321716,0.2881593406200409,0.29937490820884705
0.8857824802398682,0.8858978748321533,0.28799009323120117,0.29205888509750366
0.8823095560073853,0.8841611742973328,0.2973490059375763,0.3040483295917511
0.8868678212165833,0.8850294947624207,0.28818655014038086,0.29884830117225647
0.8840026259422302,0.8810350894927979,0.289700448513031,0.2977830767631531
0.8833948373794556,0.8739145398139954,0.29156067967414856,0.3086438775062561
0.8892120718955994,0.8853768706321716,0.2826167345046997,0.3034094274044037
0.8876926302909851,0.881729781627655,0.28867653012275696,0.30457615852355957
0.8869980573654175,0.8904133439064026,0.2844850420951843,0.2924806773662567
0.8856522440910339,0.8890239596366882,0.2844138443470001,0.2891535460948944
0.8865638971328735,0.8819034099578857,0.28239068388938904,0.30137959122657776
0.8909919857978821,0.8848558664321899,0.2824549674987793,0.3020780086517334
0.8858693242073059,0.8888502717018127,0.28725969791412354,0.2943767309188843
0.8868678212165833,0.8862452507019043,0.2849239706993103,0.2927098572254181
0.8904275894165039,0.888676643371582,0.28254246711730957,0.2898218333721161
0.8899500966072083,0.8848558664321899,0.27845531702041626,0.30357131361961365
0.8900803327560425,0.8827717900276184,0.27964261174201965,0.297369122505188
0.8906446695327759,0.886418879032135,0.2758467197418213,0.3004699945449829
0.8883004188537598,0.8909343481063843,0.28005167841911316,0.2849963307380676
0.886824369430542,0.8746092319488525,0.2813313901424408,0.3120564818382263
0.888430655002594,0.8855505585670471,0.2816513776779175,0.290592759847641
0.888430655002594,0.8820770978927612,0.276069700717926,0.3041580021381378
0.8895159363746643,0.8749566078186035,0.28188052773475647,0.32309526205062866
0.8911656141281128,0.8784300088882446,0.28034159541130066,0.3042545020580292
0.8896461725234985,0.8912817239761353,0.27601203322410583,0.29023510217666626
0.8904275894165039,0.886418879032135,0.2762269377708435,0.2946693003177643
0.8897330164909363,0.8888502717018127,0.27602818608283997,0.2964801490306854
0.8922508955001831,0.8878082633018494,0.2750447988510132,0.288438081741333
0.8876058459281921,0.8874609470367432,0.2768220603466034,0.2919921576976776
0.8882570266723633,0.8855505585670471,0.2802947461605072,0.3011989891529083
0.8890818357467651,0.8876345753669739,0.2741139233112335,0.29511961340904236
0.8900803327560425,0.8876345753669739,0.28093889355659485,0.29231929779052734
0.8917299509048462,0.8900659680366516,0.27200618386268616,0.2938500940799713
0.891295850276947,0.8890239596366882,0.2715432941913605,0.28874483704566956
0.8899934887886047,0.8829454779624939,0.2773757874965668,0.3037402927875519
0.8889082074165344,0.8825981020927429,0.2807340919971466,0.29309767484664917
