acc,val_acc,loss,val_loss
0.447189062833786,0.47360193729400635,1.2218763828277588,1.1490508317947388
0.5181245803833008,0.5632163882255554,1.0745824575424194,0.9970673322677612
0.5421315431594849,0.5812782049179077,1.0405373573303223,0.9628085494041443
0.5560668706893921,0.5930878520011902,1.0145741701126099,0.9601278901100159
0.5627957582473755,0.5903091430664062,0.9958879947662354,0.9142934083938599
0.5636640191078186,0.5847516655921936,0.9917316436767578,0.9191370606422424
0.5707401633262634,0.6031607985496521,0.9823203682899475,0.8964606523513794
0.5789884924888611,0.6033344864845276,0.972627580165863,0.898999035358429
0.578033447265625,0.5939562320709229,0.9671777486801147,0.9173584580421448
0.5808117985725403,0.5988190174102783,0.963679850101471,0.9123960733413696
0.5805947184562683,0.5977770090103149,0.9589909911155701,0.9314188957214355
0.5843716263771057,0.6078499555587769,0.9570085406303406,0.8833697438240051
0.5851095914840698,0.6081972718238831,0.9537907838821411,0.915104329586029
0.5880616307258606,0.6042028665542603,0.950345516204834,0.8925796747207642
0.5828521847724915,0.6028134822845459,0.9519974589347839,0.8957138061523438
0.5918384790420532,0.6153178215026855,0.9406523108482361,0.8683333396911621
0.588322103023529,0.5795415043830872,0.9479997158050537,0.9194048643112183
0.5927501916885376,0.6165335178375244,0.9397290945053101,0.8802629113197327
0.5950944423675537,0.615491509437561,0.9345106482505798,0.8728311657905579
0.5927935838699341,0.6087182760238647,0.9362598061561584,0.8747124671936035
0.5937920808792114,0.6069815754890442,0.9367657899856567,0.8918452858924866
0.5973084568977356,0.6144494414329529,0.9324695467948914,0.8679012656211853
0.5960060954093933,0.6200069189071655,0.9297898411750793,0.8764368891716003
0.5982201099395752,0.6227856874465942,0.9303945302963257,0.8560396432876587
0.5990015268325806,0.6121917366981506,0.9294758439064026,0.8681805729866028
0.6001736521720886,0.6147968173027039,0.9244482517242432,0.8919621109962463
0.5970479846000671,0.6203542947769165,0.9294824600219727,0.8821063041687012
0.6059040427207947,0.5986453890800476,0.9173994660377502,0.9219570755958557
0.605513334274292,0.6295588612556458,0.915813684463501,0.8527418375015259
0.6008248329162598,0.625564455986023,0.920220673084259,0.8468088507652283
0.6041241884231567,0.6279958486557007,0.9181039929389954,0.8547922968864441
0.6046451330184937,0.6319902539253235,0.9118238687515259,0.8436041474342346
0.6058172583580017,0.6283431649208069,0.9171596765518188,0.848005473613739
0.6075103282928467,0.6307745575904846,0.9084360599517822,0.8645691275596619
0.6073366403579712,0.6342480182647705,0.9145975112915039,0.8335532546043396
0.6084219813346863,0.6384161114692688,0.910863995552063,0.8363481163978577
0.6107662320137024,0.6276484727859497,0.9081478714942932,0.8549050092697144
0.6123290657997131,0.632163941860199,0.903889536857605,0.8440682291984558
0.6159756779670715,0.6441472768783569,0.9029878377914429,0.8209083080291748
0.6156718134880066,0.646057665348053,0.90034019947052,0.8416553139686584
0.6174951195716858,0.6356374025344849,0.8963415026664734,0.8423150181770325
0.6184067726135254,0.6431052684783936,0.8906302452087402,0.8331330418586731
0.6231821179389954,0.6467523574829102,0.8907009959220886,0.8422426581382751
0.6190579533576965,0.6568253040313721,0.8912457227706909,0.8135188221931458
0.6192315816879272,0.6462313532829285,0.894137978553772,0.8261181116104126
